qid,source,bf,q,gt_docs,gt_chunks,gt_n,rank,hit1,hit3,t1,t1s,t2,t2s,t3,t3s,gt_prev,t1p
70,yesom,은닉재산 신고,은닉재산신고 정보취득 경위,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#00;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#01;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#02,5,2,0,1,kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn#05,0.0328,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#00,0.032,kdic-www-sp-sprtfund-SprtCncmDclrInqGudn-selectScrn#00,0.0315,은닉재산 신고 일반 국민이 금융부실관련자 1 아래 도움말 참조 의 은닉재산 2 아래 도움말 참조 정보를 쉽고 편리하게 신고하도록 하기 위하여 공사 내 은닉재산 신,질문 은닉재산 신고시 신고정보의 취득경위까지도 신고센터에 알려주어야 하나요? 답변 신고시 취득경위까지 반드시 알려주어야 할 의
71,yesom,은닉재산 신고,은닉재산신고 포상금,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn;kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#00;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#01;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#02,17,1,1,1,kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn#10,0.0325,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#00,0.0325,kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn#02,0.0315,은닉재산 신고 일반 국민이 금융부실관련자 1 아래 도움말 참조 의 은닉재산 2 아래 도움말 참조 정보를 쉽고 편리하게 신고하도록 하기 위하여 공사 내 은닉재산 신,"질문 은닉재산신고 포상제도는 어떻게 되나요? 답변 포상금 지급 기준 회수기여금액, 포상금 항목으로 구성된 포상금 지급 기준표 "
72,yesom,고객 미수령금 신청,미수령금 인터넷 신청,kdic-fins-ua-aplygudn-NramtItgrAplyItrdMthdGudn-selectScrn;kdic-www-sp-dpstrprot-ProtSystNramtInqAplyNramtGudn-selectScrn,kdic-www-sp-dpstrprot-ProtSystNramtInqAplyNramtGudn-selectScrn#00,1,1,1,1,kdic-www-sp-dpstrprot-ProtSystNramtInqAplyNramtGudn-selectScrn#00,0.0323,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#01,0.0296,kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn#02,0.0295,"예금보험공사는 부실화된 금융회사의 예금자등이 찾아가지 아니한 금액을 고객 미수령금으로 분류하여 통합 관리하고 있으며, 지속적인 홍보 및 안내를 통한 적극적인 미수","예금보험공사는 부실화된 금융회사의 예금자등이 찾아가지 아니한 금액을 고객 미수령금으로 분류하여 통합 관리하고 있으며, 지속적인"
73,yesom,착오송금 반환 신청,착오송금반환지원 절차,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn;kdic-fins-ir-aplygudn-MtrsGvbkSprtProc-selectScrn,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,1,1,1,1,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0325,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.032,"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착오송금인은 예금보험공사에게 반환지원신","착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
74,yesom,착오송금 반환 신청,착오송금수취인 이의제기,kdic-fins-ir-aplygudn-MsdrAddrsePossDcmntGudn-selectScrn;kdic-fins-ir-addrse-AddrseAttnMttr-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0328,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0311,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
75,yesom,착오송금 반환 신청,착오송금수취인 이체수수료 환급신청,kdic-fins-ir-aplygudn-MsdrAddrsePossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.032,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
76,yesom,착오송금 반환 신청,착오송금인 신청방법,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,1,2,0,1,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.032,신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은 추후 지원 예정) 준비물 : 공동인,"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
77,yesom,채무조정 안내,채무조정 금액,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#00;kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01;kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#02,4,1,1,1,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#02,0.032,kdic-www-rb-lbltajmt-LbltAjmtSprtPsnRg-selectScrn#03,0.0318,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#03,0.0318,"채무조정 개요 예금보험공사는 예금보호대상 금융회사(은행, 보험회사, 투자매매업자·투자중개업자, 종합금융회사, 상호저축은행 등)가 파산한 경우 채무자의 연체대출금에","위임장, 신청인 인감증명서, 대리인 신분증 신청할 수 없는 경우 총 회수가능액이 총 채무액 이상인 경우 재산을 도피 또는 은닉"
78,yesom,채무조정 안내,채무조정 신청 불가 사유,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#00;kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01;kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#02,4,1,1,1,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#02,0.032,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#00,0.031,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#03,0.0309,"채무조정 개요 예금보험공사는 예금보호대상 금융회사(은행, 보험회사, 투자매매업자·투자중개업자, 종합금융회사, 상호저축은행 등)가 파산한 경우 채무자의 연체대출금에","위임장, 신청인 인감증명서, 대리인 신분증 신청할 수 없는 경우 총 회수가능액이 총 채무액 이상인 경우 재산을 도피 또는 은닉"
79,yesom,채무조정 안내,채무조정 신청 서류,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#00;kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01;kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#02,4,2,0,1,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#01,0.0317,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#00,0.0311,kdic-www-rb-lbltajmt-LbltAjmtSprtPsnRg-selectScrn#03,0.0301,"채무조정 개요 예금보험공사는 예금보호대상 금융회사(은행, 보험회사, 투자매매업자·투자중개업자, 종합금융회사, 상호저축은행 등)가 파산한 경우 채무자의 연체대출금에","채무조정 내용은 대출금의 종류, 총채무액, 변제가능성, 담보, 채무자의 환경 및 신용 등을 고려하여 모두 다르게 적용됩니다. "
80,yesom,채무조정 안내,채무 확인 방법,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltInfoInqDscsnAply-selectScrn;kdic-fins-lb-lbltinfo-LbltInfoInqItrdMthdGudn-selectScrn,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltInfoInqDscsnAply-selectScrn#00,1,2,0,1,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#02,0.0315,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltInfoInqDscsnAply-selectScrn#00,0.0309,kdic-www-rb-lbltajmt-LbltAjmtSprtPsnRg-selectScrn#03,0.0301,채무 정보 조회 간단한 본인인증 절차를 통해 파산금융회사 및 ㈜케이알앤씨에 채무가 있는지 확인하실 수 있습니다. 채무조정 상담 신청 채무 정보 조회 결과 파산금융,"위임장, 신청인 인감증명서, 대리인 신분증 신청할 수 없는 경우 총 회수가능액이 총 채무액 이상인 경우 재산을 도피 또는 은닉"
81,yesom,예금보험금 안내,가지급금,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#02,4,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#01,0.0312,kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn#10,0.0288,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#01,0.0255,"예금보험에 가입한 금융회사가 예금의 지급정지, 영업 인 · 허가의 취소, 해산 또는 파산 등으로 고객의 예금을 지급할 수 없게 되는 경우를 “보험사고’라 하며, ",예금보험금/개산지급금/가지급금 신청 바로가기」 에 접속하여 예금보험금/개산지급금/가지급금을 신청하실 수 있습니다. 예금보험금이
82,yesom,예금보험금 안내,개산지급금,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#02,4,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#01,0.031,kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn#10,0.0303,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#00,0.0301,"예금보험에 가입한 금융회사가 예금의 지급정지, 영업 인 · 허가의 취소, 해산 또는 파산 등으로 고객의 예금을 지급할 수 없게 되는 경우를 “보험사고’라 하며, ",예금보험금/개산지급금/가지급금 신청 바로가기」 에 접속하여 예금보험금/개산지급금/가지급금을 신청하실 수 있습니다. 예금보험금이
83,yesom,고객 미수령금 신청,군인 신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,0,0,0,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0325,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.031,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0306,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","주민등록 등ㆍ초본 및 신분증(주민등록증, 운전면허증) 소득증명서류(급여명세서, 근로소득원천징수영수증 등) 재산증명서류(부동산등"
84,yesom,고객 미수령금 신청,대리인 신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,5,0,0,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.0328,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0301,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ",구분 | 내용 | 비고 신청인 | 채무자 또는 대리인 | 대리인의 경우 채무자의 인감증명서와 위임장 (동의서)등 권리 위임에 
85,yesom,고객 미수령금 신청,미성년자 신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01,0.0325,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,0.0318,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.031,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","친권자 혹은 후견인이 예금보험금 수령 열기 친권자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서"
86,yesom,예금보험금 안내,방문 신청방법,kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn,kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn#01,2,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0328,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#04,0.0313,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#00,0.0308,"01 부보금융회사 보험사고 발생 열기 1종 보험사고 금융회사의 재무상황 악화 등으로 인해 예금의 지급이 정지된 경우 2종 보험사고 금융회사가 인 · 허가 취소, ",신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
87,yesom,착오송금 반환 신청,착오송금반환 방문 신청,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn;kdic-fins-ir-aplygudn-MtrsVstRcptGudn-selectScrn,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,1,4,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0328,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0318,신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은 추후 지원 예정) 준비물 : 공동인,"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
88,yesom,고객 미수령금 신청,법인 및 단체 신청서류,kdic-fins-cm-bbs-selectFaqNramtAply;kdic-www-sp-dpstrprot-ProtSystNramtInqAplyNramtGudn-selectScrn,kdic-www-sp-dpstrprot-ProtSystNramtInqAplyNramtGudn-selectScrn#00,1,0,0,0,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0313,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0306,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.0301,"예금보험공사는 부실화된 금융회사의 예금자등이 찾아가지 아니한 금액을 고객 미수령금으로 분류하여 통합 관리하고 있으며, 지속적인 홍보 및 안내를 통한 적극적인 미수","주민등록 등ㆍ초본 및 신분증(주민등록증, 운전면허증) 소득증명서류(급여명세서, 근로소득원천징수영수증 등) 재산증명서류(부동산등"
89,yesom,고객 미수령금 신청,예금자 본인 신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,2,0,1,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0323,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00,0.032,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#03,0.0311,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ",신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
90,yesom,고객 미수령금 신청,사망 예금자 신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-www-sp-dpstrprot-ProtSystHrpeHistInq-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,6,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01,0.032,kdic-www-sp-dpstrprot-ProtSystHrpeHistInq-selectScrn#01,0.0318,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0308,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","친권자 혹은 후견인이 예금보험금 수령 열기 친권자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서"
91,yesom,예금보험금 안내,보험금신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,0,0,0,kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn#00,0.032,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#02,0.0315,kdic-www-sp-dpstrprot-ProtSystHrpeHistInq-selectScrn#01,0.0304,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ",01 부보금융회사 보험사고 발생 열기 1종 보험사고 금융회사의 재무상황 악화 등으로 인해 예금의 지급이 정지된 경우 2종 보험
92,yesom,예금자보호제도,예금자보호 제도 보호 금융 상품,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,3,0,1,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#03,0.0325,kdic-www-sp-dpstrprot-ProtSystProtLmts-selectScrn#00,0.031,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01,0.0303,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,질문 어떤 금융상품이 보호되나요? 답변 ☞ 예금보험공사 홈페이지 > 제도·정책 > 예금자보호제도 > 보호대상 > 금융상품 보호
